Precio,Terreno,Construido,Año_Construccion,densidad_barrio,colegio_15m,jardin_15m,trabajo_15m,es_depto
1766,51,51,2010,348.376721,0,1,0,TRUE
1350,56,56,2000,289.986057,0,1,0,TRUE
3320,163,163,2004,120.425777,0,1,0,TRUE
6693,353,353,1997,18.253634,1,0,0,TRUE
2540,390,52,1973,144.62671,0,1,0,FALSE
2052,61,61,2009,209.230717,0,1,0,TRUE
4140,140,140,1995,496.269771,1,1,0,TRUE
1500,180,156,2003,167.015783,0,1,0,FALSE
3518,107,107,2010,73.795354,0,0,0,TRUE
1588,45,45,2012,313.012092,0,1,0,TRUE
1262,285,54,1979,84.805447,0,1,0,FALSE
1120,35,35,2009,304.420861,0,1,1,TRUE
5700,96,96,1994,66.481639,0,1,0,TRUE
2000,156,95,2004,95.38234,0,1,0,FALSE
4834,73,73,2011,6.558195,0,1,1,TRUE
5750,95,95,2011,329.812268,1,1,0,TRUE
1222,39,39,2009,582.163758,0,1,0,TRUE
5015,76,76,1994,320.133555,0,1,0,TRUE
2000,56,56,2012,73.26962,0,1,0,TRUE
1164,82,82,1994,400.973917,1,1,0,TRUE
1285,160,95,1998,185.647953,0,1,0,FALSE
27000,336,336,2009,1.523755,0,0,0,TRUE
6324,140,140,2012,12.790037,0,0,0,TRUE
1700,220,59,2011,33.969678,0,0,0,FALSE
1979,68,68,1991,298.425349,0,1,0,TRUE
1395,34,34,2006,1585.279546,0,1,1,TRUE
2215,58,58,2011,44.071693,0,1,0,TRUE
1265,30,30,2009,1166.744671,1,1,0,TRUE
1875,162,70,1996,69.112342,0,1,0,FALSE
5887,90,90,2005,258.363148,0,1,1,TRUE
1900,239,113,2003,159.183392,0,1,0,FALSE
1150,171,92,1999,172.392561,0,1,0,FALSE
3584,326,88,2004,93.932607,1,1,0,FALSE
2450,149,88,2010,170.380502,0,1,0,FALSE
2695,65,65,2012,191.635007,1,1,0,TRUE
1770,104,79,2009,52.406294,0,1,0,FALSE
5000,78,78,2004,719.771631,0,1,0,TRUE
1736,42,42,2010,971.444535,0,1,0,TRUE
1972,94,94,2007,129.806332,0,1,0,TRUE
3546,75,75,1993,328.248685,0,1,0,TRUE
3528,266,126,2008,86.476631,0,1,0,FALSE
2745,92,92,2005,100.396176,1,1,0,TRUE
1388,158,59,2007,84.665589,0,0,0,FALSE
9395,179,179,1999,47.176373,1,1,0,TRUE
2512,362,106,1986,104.848707,0,1,0,FALSE
4520,76,76,1983,191.321663,0,1,1,TRUE
35006,51,51,1947,508.67296,0,1,0,TRUE
1974,58,58,2010,1367.785897,0,1,0,TRUE
7600,133,133,1990,27.280101,1,1,0,TRUE
10038,330,150,1953,112.086712,1,1,1,FALSE
12500,190,190,2007,97.975712,0,1,0,TRUE
1310,28,28,2005,202.476754,0,1,0,TRUE
2221,122,83,2012,11.622707,0,1,0,FALSE
14500,334,334,2011,18.061699,1,1,0,TRUE
16804,448,173,1987,57.57349,0,1,0,FALSE
4086,89,89,1998,306.733721,1,1,0,TRUE
2900,113,112,1970,118.49007,0,1,0,FALSE
4366,72,72,2001,177.439698,0,1,0,TRUE
1180,91,50,2010,8.285758,0,0,0,FALSE
1868,119,80,2010,60.262893,0,1,0,FALSE
3668,69,69,1994,690.245966,1,1,0,TRUE
13500,285,108,1975,294.758274,1,1,0,FALSE
2464,464,204,2004,164.794746,0,1,0,FALSE
4200,57,57,2010,744.779915,0,1,0,TRUE
3500,78,78,2004,719.771631,0,1,0,TRUE
1362,42,42,2012,139.137126,0,1,0,TRUE
3306,87,87,2012,83.129455,1,1,0,TRUE
1187,33,33,2009,1378.061807,0,1,1,TRUE
3201,61,61,2004,409.417303,0,1,0,TRUE
4534,78,78,2009,47.752254,0,1,0,TRUE
1597,34,34,2008,183.756079,1,1,0,TRUE
3511,107,107,2011,73.795354,0,0,0,TRUE
4925,330,109,1970,91.972247,0,1,0,FALSE
1190,91,50,2010,8.285758,0,0,0,FALSE
1096,33,33,2009,139.674549,0,1,0,TRUE
1700,40,40,2010,462.765891,0,1,0,TRUE
1260,43,43,1998,597.390549,0,1,0,TRUE
1395,198,71,1992,127.643923,0,1,0,FALSE
3725,59,59,2008,1519.437984,1,1,1,TRUE
10961,174,174,1992,262.975304,1,1,1,TRUE
2762,110,110,1983,735.443096,0,1,0,TRUE
1137,149,84,2004,201.738216,0,1,0,FALSE
11500,338,99,1974,77.863678,0,1,0,FALSE
1724,93,93,1991,219.803923,0,1,0,TRUE
2418,73,73,2009,304.420861,0,1,1,TRUE
4180,108,76,2004,142.783796,0,1,0,FALSE
2555,480,201,1998,111.589702,0,1,0,FALSE
3054,48,48,2008,495.301693,0,1,0,TRUE
1629,89,89,1953,805.69214,1,1,1,TRUE
4549,95,95,2003,115.07410900000001,1,1,0,TRUE
1316,34,34,2010,348.376721,0,1,0,TRUE
9002,572,262,1998,62.19851,1,1,0,FALSE
1649,60,60,2009,199.488298,0,1,0,TRUE
2751,80,80,2010,900.02415,0,1,0,TRUE
2554,63,63,2011,4.236334,1,1,1,TRUE
1510,62,62,1997,1052.948214,0,1,0,TRUE
5667,266,112,1983,294.758274,1,1,0,FALSE
3060,61,61,2011,202.436912,1,1,0,TRUE
1980,70,70,1994,186.727781,0,1,0,TRUE
1800,72,72,2010,6.281139,0,1,0,TRUE
3561,81,81,2011,519.038399,0,1,0,TRUE
5000,163,163,2004,120.425777,0,1,0,TRUE
5370,97,97,2009,177.439698,0,1,0,TRUE
1980,700,74,1984,129.974468,0,1,0,FALSE
2253,292,118,2002,140.385424,0,1,0,FALSE
3703,98,98,2011,211.139618,1,1,0,TRUE
7691,955,478,1998,28.538238,1,0,0,FALSE
1306,85,85,1962,304.163994,0,1,0,TRUE
3351,62,62,2002,348.338351,1,1,1,TRUE
1884,69,69,1999,193.417487,0,1,0,TRUE
1388,288,186,1949,105.727597,0,1,0,FALSE
4500,286,123,1985,84.730874,0,1,0,FALSE
1981,167,70,2011,95.734177,0,1,0,FALSE
1281,121,67,1999,87.93671,0,1,0,FALSE
14499,603,231,1992,42.677002,1,0,0,FALSE
2554,73,73,2007,232.045119,1,1,0,TRUE
2132,63,63,2010,199.667755,0,1,0,TRUE
2082,35,35,2008,730.964444,1,1,1,TRUE
1008,51,51,2007,262.903716,0,1,0,TRUE
4600,1365,126,1998,34.024273,0,1,0,FALSE
1291,176,203,1998,206.491937,0,1,0,FALSE
3223,242,80,1960,76.358657,0,1,0,FALSE
7978,114,114,2011,9.192514,0,0,0,TRUE
2111,224,84,2009,164.833586,0,1,0,FALSE
1782,44,44,2011,914.182405,0,1,0,TRUE
10749,610,530,1976,33.905945,1,1,0,FALSE
12191,201,201,1991,828.550765,0,1,0,TRUE
6672,140,140,1977,152.176244,1,1,0,TRUE
1460,145,57,2009,197.364404,0,1,0,FALSE
3440,39,39,2012,114.23818,1,1,1,TRUE
2468,72,72,2008,324.426633,0,1,0,TRUE
3767,67,67,2007,262.975304,1,1,1,TRUE
16479,1317,320,1986,11.1126,0,1,0,FALSE
2497,67,67,2008,313.012092,0,1,0,TRUE
3331,281,107,2011,34.592071,0,1,0,FALSE
1047,217,86,1998,235.829473,0,1,0,FALSE
17615,620,180,1940,171.798732,1,1,0,FALSE
1025,34,34,2012,4.402059,0,1,1,TRUE
2583,500,116,1998,94.438347,0,1,0,FALSE
1096,100,68,1980,178.268257,0,1,0,FALSE
2730,70,70,2010,52.961095,0,1,0,TRUE
1058,216,39,1950,113.063346,0,1,0,FALSE
2569,200,77,2001,128.961287,0,1,0,FALSE
10898,219,219,2006,445.814208,0,1,1,TRUE
3450,36,36,2010,52.961095,0,1,0,TRUE
1036,101,46,1991,271.640188,0,1,0,FALSE
3475,77,77,2003,518.701242,1,1,0,TRUE
1301,45,45,2009,139.674549,0,1,0,TRUE
1039,60,60,2009,139.674549,0,1,0,TRUE
1207,53,53,2007,449.342324,0,1,0,TRUE
1128,128,45,1994,221.37454,0,1,0,FALSE
2616,61,61,2009,225.219971,0,1,0,TRUE
7071,251,103,1987,108.884724,0,1,0,FALSE
1127,33,33,2008,1552.79435,0,1,1,TRUE
1655,42,42,2009,52.961095,0,1,0,TRUE
1142,90,90,1958,209.160379,0,1,0,TRUE
1882,45,45,2011,29.580011,0,1,0,TRUE
5262,466,141,1985,40.855003,0,0,0,FALSE
3000,89,89,2008,459.360083,0,1,0,TRUE
2622,82,82,2001,182.462006,0,1,0,TRUE
2700,81,81,1996,277.772283,0,1,0,TRUE
9800,140,140,2005,590.420799,0,1,0,TRUE
1450,74,74,1972,195.23195,0,1,0,TRUE
1952,57,57,2010,52.961095,0,1,0,TRUE
15000,890,310,2005,32.973155,1,1,0,FALSE
1146,111,100,1998,236.049199,0,1,0,FALSE
13600,900,168,1985,36.456539,1,1,0,FALSE
2438,172,57,2000,169.802839,0,1,0,FALSE
2304,132,109,2008,221.898039,0,1,0,FALSE
4429,1360,333,1998,34.315029,0,1,1,FALSE
1524,124,83,2007,182.616735,0,0,0,FALSE
2030,51,51,2009,585.860268,0,1,0,TRUE
1340,51,51,2008,313.012092,0,1,0,TRUE
5793,106,48,1993,333.533891,0,1,0,FALSE
1834,126,77,2005,241.106707,0,1,0,FALSE
3856,109,109,1982,145.082769,1,1,0,TRUE
1595,312,152,1979,83.741765,0,1,0,FALSE
1573,69,69,2006,212.943233,0,1,0,TRUE
2610,185,185,1905,78.479138,0,1,0,TRUE
2054,74,74,1968,241.793387,1,1,1,TRUE
4496,78,78,2011,10.606169,1,0,0,TRUE
1242,139,84,2005,199.232793,0,1,0,FALSE
6642,265,90,1959,43.604538,0,1,0,FALSE
2450,41,41,2005,262.975304,1,1,1,TRUE
1192,87,56,1986,349.699957,0,1,0,FALSE
1085,108,42,2001,112.344578,0,1,0,FALSE
3270,85,85,2008,512.061204,0,1,0,TRUE
7400,122,122,2011,160.03958,1,1,0,TRUE
1368,34,34,2012,568.833169,0,1,0,TRUE
1610,47,47,2010,577.477388,0,1,0,TRUE
1098,65,65,1994,148.237151,0,1,0,TRUE
4547,63,63,2012,5.809208,1,1,0,TRUE
1900,183,58,2012,8.285758,0,0,0,FALSE
5220,130,130,2009,76.115133,0,1,0,TRUE
2105,253,95,1998,91.298403,0,1,0,FALSE
1512,46,46,2008,626.354721,0,1,0,TRUE
1608,65,65,1994,148.237151,0,1,0,TRUE
2450,33,33,2005,855.477484,0,1,1,TRUE
2403,105,105,1964,245.466347,0,1,1,TRUE
1548,46,46,2009,205.160476,0,1,0,TRUE
3283,85,85,1989,528.253786,1,1,1,TRUE
1995,59,59,2009,1711.00197,1,1,0,TRUE
5170,140,140,1991,38.250873,0,1,0,TRUE
2968,167,77,1962,102.039287,0,1,0,FALSE
3520,57,57,2010,744.779915,0,1,0,TRUE
1155,537,73,1951,105.499376,0,1,0,FALSE
2329,160,123,2010,215.052449,0,1,0,FALSE
13412,256,256,2007,15.817097,0,0,0,TRUE
7929,288,241,2000,47.833885,0,1,0,FALSE
1617,60,60,2010,590.04208,0,1,1,TRUE
1095,31,31,2009,289.791301,0,1,0,TRUE
1209,276,104,1998,278.233159,0,1,0,FALSE
4195,358,140,1989,42.848226,0,1,0,FALSE
1076,128,46,1989,222.792821,0,1,0,FALSE
8310,1004,318,1998,32.48262,0,0,0,FALSE
2804,87,87,2000,193.053343,1,1,0,TRUE
16382,294,294,1995,474.32006,1,1,1,TRUE
1579,121,73,2009,67.520009,0,1,0,FALSE
8970,224,224,1988,203.469517,0,1,0,TRUE
1141,174,85,2005,203.905884,0,1,0,FALSE
1938,53,53,2010,1171.490137,0,1,0,TRUE
1380,88,71,2008,336.744073,0,1,0,FALSE
3676,70,70,2009,262.689704,1,1,0,TRUE
1870,53,53,1999,163.404281,1,1,0,TRUE
2941,180,60,1972,97.851467,0,1,0,FALSE
2463,67,67,2009,385.175603,0,1,0,TRUE
2369,69,69,2011,402.826797,0,1,0,TRUE
2497,41,41,1996,299.507574,0,1,0,TRUE
2422,57,57,2011,365.683484,1,1,1,TRUE
1497,49,49,2010,1219.072518,1,1,1,TRUE
1285,139,51,2004,150.018876,0,1,0,FALSE
1760,51,51,2010,348.376721,0,1,0,TRUE
3990,114,114,1970,225.017594,1,1,1,TRUE
1707,67,67,1968,360.102858,1,1,0,TRUE
3330,119,119,1992,321.993451,0,1,0,TRUE
5372,81,81,2011,79.889967,0,1,0,TRUE
1968,72,72,1990,272.316914,0,1,0,TRUE
14500,286,286,1991,828.550765,0,1,0,TRUE
1305,41,41,2008,184.89062,1,1,0,TRUE
1550,53,53,2010,1171.490137,0,1,0,TRUE
3017,77,77,2010,29.580011,0,1,0,TRUE
2543,200,65,1981,128.080155,0,1,0,FALSE
1595,200,90,1920,125.619508,0,1,0,FALSE
1561,45,45,2008,209.463518,0,1,0,TRUE
1720,61,61,2009,209.230717,0,1,0,TRUE
1077,30,30,2009,1166.744671,1,1,0,TRUE
1884,73,73,1965,198.320841,0,1,0,TRUE
1903,105,78,2009,81.671164,0,0,0,FALSE
6249,127,127,1991,479.574955,0,1,0,TRUE
2199,56,56,2010,163.419096,0,1,1,TRUE
11600,252,252,2009,15.817097,0,0,0,TRUE
7267,888,149,1983,54.503035,0,1,0,FALSE
6205,109,109,2012,405.641961,0,1,0,TRUE
3986,65,65,2012,110.518015,1,1,0,TRUE
2786,242,140,2003,117.962386,0,0,0,FALSE
2862,83,83,2008,25.286432,0,1,0,TRUE
2949,70,70,2012,324.426633,0,1,0,TRUE
2556,37,37,2012,169.332257,0,1,0,TRUE
6978,140,140,2001,48.676033,0,1,0,TRUE
1180,40,40,2003,365.683484,1,1,1,TRUE
1979,58,58,2010,222.173313,0,1,0,TRUE
4645,119,119,2012,10.989714,0,0,0,TRUE
1973,41,41,2012,4.402059,0,1,1,TRUE
10492,479,167,1990,45.659365,0,1,0,FALSE
1632,122,75,2004,245.111305,0,0,0,FALSE
2031,65,65,2012,139.137126,0,1,0,TRUE
2860,77,77,1994,455.123827,0,1,0,TRUE
5080,360,115,1959,68.986381,0,1,0,FALSE
1222,60,45,1996,442.777528,0,1,0,FALSE
15451,239,239,2004,63.969222,1,1,0,TRUE
6855,298,243,1977,47.458924,0,1,0,FALSE
4558,92,92,2003,735.443096,0,1,0,TRUE
1599,346,149,1947,74.649677,0,1,0,FALSE
16744,267,267,2006,5.299899,0,0,0,TRUE
16788,271,271,2011,2.774713,0,0,0,TRUE
1218,50,50,2008,277.589715,0,1,0,TRUE
1320,34,34,2009,2108.09314,0,1,1,TRUE
2000,42,42,2009,398.682997,0,1,0,TRUE
1726,167,125,1959,188.286157,1,1,0,FALSE
3941,80,80,2010,9.531851,0,0,0,TRUE
1119,29,29,1980,154.541098,0,1,0,TRUE
2646,83,83,2009,27.628233,0,0,0,TRUE
1663,162,74,1955,200.244265,0,1,0,FALSE
1223,163,59,2008,3.314876,0,1,0,FALSE
1453,59,59,1981,228.16014,0,1,1,TRUE
5253,138,138,1988,444.047798,0,1,0,TRUE
2836,140,140,1991,304.731861,0,1,0,TRUE
1448,24,24,2009,147.214682,0,1,0,TRUE
1510,332,49,2007,170.540196,0,1,0,FALSE
1748,70,70,1969,234.489743,0,1,0,TRUE
2026,125,109,2008,236.934622,0,0,0,FALSE
2362,81,81,2012,3.314876,0,1,0,TRUE
1050,30,30,2009,1912.328661,1,1,0,TRUE
2018,224,93,1926,119.773487,0,1,0,FALSE
7800,136,136,2008,378.629204,0,1,0,TRUE
5560,130,130,2012,10.989714,0,0,0,TRUE
2332,54,54,1992,400.973917,1,1,0,TRUE
1815,66,66,2008,181.737624,0,1,0,TRUE
2000,74,74,2008,1467.043091,0,1,0,TRUE
2486,70,70,2012,324.426633,0,1,0,TRUE
2617,164,95,2004,66.002769,0,1,0,FALSE
2561,78,78,1999,279.592342,1,1,0,TRUE
1785,122,100,1999,259.071467,0,1,0,FALSE
4163,122,88,1998,59.826753,0,1,0,FALSE
2146,32,32,2005,202.476754,0,1,0,TRUE
2196,55,55,2007,321.199742,0,1,0,TRUE
5645,134,134,1993,690.245966,1,1,0,TRUE
3009,90,90,2012,404.619293,1,1,0,TRUE
3800,98,98,1996,95.598055,1,1,0,TRUE
2192,64,64,2005,209.057512,0,1,0,TRUE
4609,114,114,2011,113.869833,0,1,0,TRUE
4698,114,114,2011,113.869833,0,1,0,TRUE
3576,65,65,2004,807.376248,0,1,0,TRUE
2878,63,63,2001,832.148425,1,1,0,TRUE
5820,110,110,2012,405.641961,0,1,0,TRUE
1198,33,33,2010,590.04208,0,1,1,TRUE
9181,194,194,2011,87.07741,1,0,0,TRUE
1477,39,39,2009,582.163758,0,1,0,TRUE
4390,80,80,2010,9.531851,0,0,0,TRUE
2662,67,67,2008,1146.975177,0,1,0,TRUE
3000,70,70,2006,61.842406,0,1,1,TRUE
10418,137,137,2009,10.606169,1,0,0,TRUE
8642,179,179,2012,2.737282,0,0,0,TRUE
1678,123,75,2008,226.688009,0,1,0,FALSE
1989,41,41,1993,173.783627,1,1,1,TRUE
2953,38,38,2012,169.332257,0,1,0,TRUE
3471,199,119,2011,74.750146,0,1,0,FALSE
2947,72,72,2008,324.426633,0,1,0,TRUE
6695,535,168,2007,8.698133,0,0,0,FALSE
2569,188,70,1971,108.077455,0,1,0,FALSE
2256,95,95,1954,68.411581,0,1,0,TRUE
1568,43,43,2009,181.648554,0,1,0,TRUE
1940,47,47,2012,1447.680019,0,1,0,TRUE
6848,67,67,2009,141.767894,0,1,0,TRUE
19843,131,131,1965,174.550645,0,1,0,TRUE
1025,350,81,1960,132.27723,0,1,0,FALSE
1391,34,34,2012,4.402059,0,1,1,TRUE
3135,138,90,1986,164.865049,0,1,0,FALSE
1157,128,83,1995,199.156874,0,1,0,FALSE
2216,63,63,2008,146.674507,0,1,0,TRUE
2789,191,108,2002,115.81579,0,1,0,FALSE
2064,345,136,1959,76.13821,0,1,0,FALSE
5745,380,189,1965,222.858868,0,1,0,FALSE
1429,122,120,1984,237.523616,0,1,0,FALSE
2036,61,61,2004,816.254498,0,1,0,TRUE
7583,305,168,1946,58.043048,0,1,0,FALSE
1839,193,69,1996,95.721776,0,1,0,FALSE
3850,72,72,2009,445.296064,0,1,1,TRUE
3803,243,128,2012,235.524863,0,1,0,FALSE
1996,156,127,1998,173.471408,0,1,0,FALSE
1103,27,27,2012,23.741065,0,1,0,TRUE
2599,5,5,2009,293.286687,0,1,0,TRUE
2370,50,50,2012,4.402059,0,1,1,TRUE
3006,71,71,2005,455.123827,0,1,0,TRUE
3000,96,96,2012,63.368282,0,1,0,TRUE
1061,130,51,2005,217.91379,0,1,0,FALSE
3024,31,31,2009,566.608304,0,1,0,TRUE
1480,36,36,2007,547.981164,1,1,1,TRUE
1758,43,43,2003,614.160314,0,1,0,TRUE
3566,56,56,2001,277.750872,1,1,1,TRUE
3050,55,55,2006,744.779915,0,1,0,TRUE
2885,72,72,2011,44.071693,0,1,0,TRUE
1134,56,56,2009,288.065532,0,1,0,TRUE
3098,92,92,2008,222.173313,0,1,0,TRUE
4217,111,111,1996,605.867664,0,1,0,TRUE
2910,83,83,2008,210.7583,0,1,0,TRUE
4709,130,130,1987,334.985439,0,1,0,TRUE
7525,422,278,1943,140.285419,0,1,0,FALSE
2516,151,74,1980,259.274972,0,1,0,FALSE
1415,138,56,1981,104.786893,0,1,0,FALSE
1655,49,49,2011,78.479138,0,1,0,TRUE
1094,57,57,1970,171.013224,0,1,0,TRUE
1711,58,58,2012,139.137126,0,1,0,TRUE
1215,56,56,1980,771.805314,0,1,1,TRUE
2693,63,63,2007,321.199742,0,1,0,TRUE
2269,58,58,2011,44.071693,0,1,0,TRUE
8112,5070,42,1978,49.407041,0,1,0,FALSE
2251,58,58,2011,44.071693,0,1,0,TRUE
7500,574,135,2005,11.533866,0,0,0,FALSE
2662,58,58,2012,404.619293,1,1,0,TRUE
1109,500,75,2012,44.758522,0,1,0,FALSE
6340,95,95,2011,329.812268,1,1,0,TRUE
1774,62,62,2009,480.888334,0,1,0,TRUE
2124,66,66,2011,402.826797,0,1,0,TRUE
3973,79,79,1988,61.774489,1,1,0,TRUE
8040,454,477,2001,62.869941,0,1,0,FALSE
1136,160,90,1987,160.212728,0,1,0,FALSE
1288,105,60,1989,245.525693,0,1,0,FALSE
23500,268,268,2009,14.477097,0,1,0,TRUE
1453,43,43,2011,87.748601,0,1,0,TRUE
5710,126,126,2005,220.055011,0,1,0,TRUE
1939,55,55,2011,402.826797,0,1,0,TRUE
1453,45,45,2009,139.674549,0,1,0,TRUE
1265,59,59,2005,585.924369,0,1,0,TRUE
1105,57,57,1997,354.48691,0,1,0,TRUE
2804,77,77,2009,225.219971,0,1,0,TRUE
2138,264,104,1987,96.573911,0,1,0,FALSE
3116,85,85,2010,272.316914,0,1,0,TRUE
8552,375,126,1965,74.912232,1,1,0,FALSE
1815,145,98,1989,209.385457,0,1,0,FALSE
1858,69,69,1994,343.622173,1,1,0,TRUE
1175,174,64,1994,163.575844,0,1,0,FALSE
1465,53,53,2009,127.757066,0,1,0,TRUE
2142,67,67,1972,576.187871,0,1,0,TRUE
4200,94,94,1994,343.000045,1,1,0,TRUE
4803,91,91,2011,208.510757,1,1,0,TRUE
1682,46,46,2012,146.862106,1,1,0,TRUE
8212,213,140,1996,60.015015,1,1,0,FALSE
7125,108,108,1994,377.208114,1,1,0,TRUE
2800,198,98,2000,137.536656,0,0,0,FALSE
1380,84,84,1976,460.83869,0,1,0,TRUE
1566,134,55,1986,157.135021,0,1,0,FALSE
3368,78,78,2009,10.606169,1,0,0,TRUE
3880,65,65,2008,181.737624,0,1,0,TRUE
1205,29,29,2010,1295.27435,1,1,0,TRUE
9410,80,80,1997,227.726203,0,1,0,TRUE
7938,140,140,2010,55.710482,1,1,0,TRUE
6900,169,169,2006,377.208114,1,1,0,TRUE
1425,168,89,1998,137.55421,0,1,0,FALSE
6043,263,140,2011,5.004361,0,0,0,FALSE
1107,54,54,1997,543.179139,0,1,1,TRUE
1180,45,45,2009,239.700836,0,1,0,TRUE
5411,538,174,1987,75.052996,0,1,0,FALSE
3419,66,66,2005,172.372307,1,1,0,TRUE
5600,65,65,2004,444.047798,0,1,0,TRUE
3887,112,112,1949,23.533481,0,1,0,TRUE
1289,106,63,1985,259.32279,0,1,0,FALSE
3650,107,107,2010,76.115133,0,1,0,TRUE
1439,131,77,2005,45.64455,0,1,0,FALSE
2142,180,62,1994,134.901348,0,1,0,FALSE
1623,45,45,2010,1171.490137,0,1,0,TRUE
1124,175,56,2007,140.93366,0,1,0,FALSE
6084,105,105,1997,7.845967,1,0,0,TRUE
10597,372,151,1942,208.043769,1,1,0,FALSE
1334,48,48,2012,29.900893,0,1,0,TRUE
2747,63,63,1998,294.758274,1,1,0,TRUE
2976,86,86,2008,222.173313,0,1,0,TRUE
2508,33,33,2012,5.809208,1,1,0,TRUE
1520,180,55,2011,75.018578,0,1,0,FALSE
1789,110,79,2008,192.260843,0,1,0,FALSE
1650,105,75,2005,245.111305,0,0,0,FALSE
4198,79,79,2011,121.263351,1,1,0,TRUE
1380,131,60,2011,16.20699,0,0,0,FALSE
1465,78,78,1982,572.81739,1,1,0,TRUE
2204,51,51,2010,1378.061807,0,1,1,TRUE
5907,118,118,2003,309.601015,0,1,0,TRUE
3870,98,98,2009,357.939932,0,1,0,TRUE
5078,113,113,2009,719.771631,0,1,0,TRUE
1280,134,50,2011,3.314876,0,1,0,FALSE
4828,95,95,2012,405.641961,0,1,0,TRUE
1762,53,53,2011,402.826797,0,1,0,TRUE
1535,66,66,1999,92.547595,0,1,0,TRUE
1325,39,39,2009,1912.328661,1,1,0,TRUE
2051,73,73,1997,112.356128,0,1,0,TRUE
3722,300,109,1959,90.582019,0,1,0,FALSE
1110,100,25,1982,398.193046,0,1,0,FALSE
2154,136,108,2001,183.582753,0,1,0,FALSE
2643,76,76,2011,195.028942,0,1,0,TRUE
1798,41,41,2012,4.402059,0,1,1,TRUE
16661,260,260,1988,152.176244,1,1,0,TRUE
1315,164,61,1997,162.470467,0,1,0,FALSE
2581,61,61,2009,971.444535,0,1,0,TRUE
8237,140,140,2009,161.724145,1,1,0,TRUE
1444,83,54,1995,354.964064,0,1,0,FALSE
11900,112,112,2005,53.44445,1,1,0,TRUE
2183,54,54,2011,914.182405,0,1,0,TRUE
4815,79,79,2012,43.604538,0,1,0,TRUE
2033,154,82,1991,22.546569,0,1,0,FALSE
2561,60,60,2005,250.259994,0,1,0,TRUE
1310,53,53,2007,313.012092,0,1,0,TRUE
2597,151,135,2008,80.708622,0,1,0,FALSE
1314,128,47,1992,225.414984,0,0,0,FALSE
1965,60,60,2009,195.028942,0,1,0,TRUE
14200,291,291,2010,20.326685,1,1,0,TRUE
2921,81,81,1963,78.68659,1,1,0,TRUE
1881,120,54,1998,225.23067699999999,0,1,0,FALSE
1978,57,57,2012,146.862106,1,1,0,TRUE
2434,79,79,1953,253.672359,0,1,1,TRUE
1680,66,66,1993,518.701242,1,1,0,TRUE
1274,105,47,1991,244.615902,0,1,0,FALSE
3995,105,105,2008,95.950239,0,1,0,TRUE
2008,40,40,2005,1519.437984,1,1,1,TRUE
3205,83,83,2009,357.939932,0,1,0,TRUE
2582,600,85,1968,73.81733,0,1,0,FALSE
2188,291,171,1989,399.935865,0,1,0,FALSE
2817,146,146,1992,47.611683,0,1,0,TRUE
1248,146,44,1994,137.69159200000001,0,1,0,FALSE
2660,76,76,2006,159.796565,0,1,0,TRUE
2552,43,43,2005,144.792678,1,1,1,TRUE
2898,77,77,2009,2108.09314,0,1,1,TRUE
9950,140,140,2010,31.764999,0,1,0,TRUE
2408,124,124,1986,157.076628,1,1,0,TRUE
2877,84,84,1993,432.692635,0,1,0,TRUE
8571,122,47,1993,317.915193,0,1,0,FALSE
2207,162,111,2006,180.455629,0,1,0,FALSE
1287,32,32,2007,910.899247,0,1,0,TRUE
10497,308,135,1987,81.228901,1,1,0,FALSE
1950,130,63,1981,184.078556,0,1,0,FALSE
11000,201,201,2001,60.015015,1,1,0,TRUE
1366,136,87,2012,69.312377,0,1,0,FALSE
3116,62,62,1997,661.226216,0,1,0,TRUE
1945,60,60,1999,816.254498,0,1,0,TRUE
1254,29,29,2011,1456.81087,0,1,1,TRUE
3490,73,73,1943,200.547437,0,1,0,TRUE
3364,82,82,2006,472.493214,0,1,0,TRUE
4000,74,74,1999,605.867664,0,1,0,TRUE
1759,169,92,1998,157.109721,0,1,0,FALSE
1642,152,83,2012,11.622707,0,1,0,FALSE
1796,61,61,2009,582.163758,0,1,0,TRUE
2074,132,108,2001,231.454521,0,1,0,FALSE
1871,229,68,1969,149.755404,0,1,0,FALSE
2173,55,55,2010,590.04208,0,1,1,TRUE
8517,79,79,2004,61.842406,0,1,1,TRUE
2088,55,55,2011,402.826797,0,1,0,TRUE
1065,27,27,2009,1219.072518,1,1,1,TRUE
1306,33,33,2012,568.833169,0,1,0,TRUE
5186,133,133,2010,306.733721,1,1,0,TRUE
3678,106,106,2002,81.03769,0,1,0,TRUE
1040,65,50,1999,382.358438,0,1,0,FALSE
2023,183,64,2010,16.20699,0,0,0,FALSE
4306,99,99,1993,226.171467,0,1,0,TRUE
2559,58,58,2011,44.071693,0,1,0,TRUE
11502,1122,233,1991,9.531851,0,0,0,FALSE
4114,69,69,2012,125.945678,1,1,0,TRUE
1240,38,38,2007,1011.011482,1,1,0,TRUE
2575,70,70,2008,1552.79435,0,1,1,TRUE
1911,44,44,2011,1456.81087,0,1,1,TRUE
1285,153,84,2008,222.742274,0,1,0,FALSE
3913,96,96,2012,1.527792,0,1,0,TRUE
6050,110,110,2009,347.373924,1,1,0,TRUE
4551,88,88,2011,332.834974,1,1,0,TRUE
1133,108,53,1991,228.568742,0,1,0,FALSE
3138,84,84,1976,70.460867,0,1,0,TRUE
1405,42,42,2013,48.680884,0,1,0,TRUE
